,fecha,provincia,altitud,tmed,prec,tmin,tmax,velmedia,sol,presMax,presMin,hr
786,2020-06-21,CIUDAD_REAL,628,26.8,0.0,18.7,34.8,1.9,14.2,951.2,948.0,50.0
787,2020-06-22,CIUDAD_REAL,628,28.0,0.0,18.3,37.6,2.8,13.5,949.4,943.7,50.0
788,2020-06-23,CIUDAD_REAL,628,28.0,0.2,18.1,37.9,2.2,13.7,945.9,941.0,50.0
789,2020-06-24,CIUDAD_REAL,628,29.2,0.0,23.0,35.3,2.8,9.1,944.4,942.0,50.0
790,2020-06-25,CIUDAD_REAL,628,27.8,0.0,19.7,35.8,1.7,12.8,943.9,940.3,50.0
791,2020-06-26,CIUDAD_REAL,628,26.8,0.0,21.1,32.4,3.3,12.6,944.6,941.8,50.0
792,2020-06-27,CIUDAD_REAL,628,25.6,0.0,18.3,32.8,2.5,13.8,946.0,943.8,50.0
793,2020-06-28,CIUDAD_REAL,628,28.0,0.0,20.2,35.7,2.2,14.1,946.7,943.5,50.0
794,2020-06-29,CIUDAD_REAL,628,29.4,0.0,20.7,38.1,2.2,14.1,945.7,940.6,50.0
795,2020-06-30,CIUDAD_REAL,628,29.8,0.0,21.2,38.3,2.2,13.8,942.1,938.8,50.0
796,2020-07-01,CIUDAD_REAL,628,29.4,0.0,22.8,35.9,3.3,14.1,943.3,941.1,45.0
797,2020-07-02,CIUDAD_REAL,628,27.6,0.0,21.8,33.4,3.1,14.1,945.4,942.7,45.0
798,2020-07-03,CIUDAD_REAL,628,26.6,0.0,18.9,34.3,1.9,14.2,947.6,945.1,45.0
799,2020-07-04,CIUDAD_REAL,628,27.4,0.0,18.4,36.4,2.2,14.1,949.4,946.2,45.0
800,2020-07-05,CIUDAD_REAL,628,29.0,0.0,19.9,38.1,1.9,13.3,948.7,944.5,45.0
801,2020-07-06,CIUDAD_REAL,628,29.6,0.0,20.1,39.0,1.4,13.9,946.1,942.5,45.0
802,2020-07-07,CIUDAD_REAL,628,30.9,0.0,22.0,39.8,3.3,13.1,944.8,942.3,45.0
803,2020-07-08,CIUDAD_REAL,628,29.0,0.0,23.1,34.9,1.9,5.5,943.4,940.1,45.0
804,2020-07-09,CIUDAD_REAL,628,27.4,0.0,19.6,35.3,1.7,13.4,945.6,941.1,45.0
805,2020-07-10,CIUDAD_REAL,628,27.4,0.0,19.0,35.7,1.9,12.2,944.4,940.5,45.0
806,2020-07-11,CIUDAD_REAL,628,29.3,0.0,20.1,38.5,3.6,12.2,944.2,940.9,45.0
807,2020-07-12,CIUDAD_REAL,628,29.2,0.0,21.7,36.7,2.8,11.7,945.3,941.7,45.0
808,2020-07-13,CIUDAD_REAL,628,27.9,0.0,20.2,35.6,1.7,11.8,946.8,943.1,45.0
809,2020-07-14,CIUDAD_REAL,628,27.0,5.0,19.2,34.7,2.5,7.8,944.5,940.1,45.0
810,2020-07-15,CIUDAD_REAL,628,25.3,0.0,16.8,33.8,2.5,13.7,945.2,942.6,45.0
811,2020-07-16,CIUDAD_REAL,628,27.5,0.0,19.1,35.9,2.2,13.7,946.7,943.4,45.0
812,2020-07-17,CIUDAD_REAL,628,28.4,0.0,19.6,37.3,2.2,13.2,945.1,940.8,45.0
813,2020-07-18,CIUDAD_REAL,628,28.5,0.0,18.9,38.1,2.2,14.0,944.2,940.6,45.0
814,2020-07-19,CIUDAD_REAL,628,28.8,0.0,19.7,37.9,2.8,13.2,943.9,941.4,45.0
815,2020-07-20,CIUDAD_REAL,628,28.9,0.0,19.5,38.3,0.8,11.8,944.4,941.4,45.0
816,2020-07-21,CIUDAD_REAL,628,27.7,0.0,20.7,34.7,2.5,6.2,946.0,940.9,45.0
817,2020-07-22,CIUDAD_REAL,628,28.4,0.0,22.5,34.4,1.4,12.4,946.3,943.9,45.0
818,2020-07-23,CIUDAD_REAL,628,28.7,0.0,20.3,37.1,1.7,12.5,946.3,941.9,45.0
819,2020-07-24,CIUDAD_REAL,628,31.2,0.0,24.7,37.8,2.2,13.0,943.5,940.6,45.0
820,2020-07-25,CIUDAD_REAL,628,30.2,0.0,21.5,38.9,1.9,13.5,943.6,940.1,45.0
821,2020-07-26,CIUDAD_REAL,628,31.0,0.0,21.2,40.9,1.7,13.5,944.0,940.6,45.0
822,2020-07-27,CIUDAD_REAL,628,32.0,0.0,23.0,41.1,2.5,13.2,945.1,941.6,45.0
823,2020-07-28,CIUDAD_REAL,628,30.8,0.0,24.2,37.3,2.2,13.2,944.4,941.7,45.0
824,2020-07-29,CIUDAD_REAL,628,30.8,0.0,21.8,39.8,2.2,13.4,943.5,939.6,45.0
825,2020-07-30,CIUDAD_REAL,628,31.1,0.0,22.0,40.2,3.3,12.7,944.0,940.3,45.0
826,2020-07-31,CIUDAD_REAL,628,31.4,0.0,23.2,39.7,1.9,12.4,945.5,943.4,45.0
827,2020-08-01,CIUDAD_REAL,628,32.2,0.0,25.5,38.8,2.5,13.0,947.3,944.4,46.0
828,2020-08-02,CIUDAD_REAL,628,30.4,0.0,23.5,37.4,2.8,12.6,945.6,941.9,46.0
829,2020-08-03,CIUDAD_REAL,628,27.6,0.0,21.5,33.6,2.2,11.9,943.6,940.6,46.0
830,2020-08-04,CIUDAD_REAL,628,27.5,0.0,20.1,34.9,1.9,13.1,943.5,940.1,46.0
831,2020-08-05,CIUDAD_REAL,628,28.2,0.0,19.5,36.9,1.7,11.5,942.3,939.2,46.0
832,2020-08-06,CIUDAD_REAL,628,30.4,0.0,21.8,39.1,2.2,13.0,944.1,941.1,46.0
833,2020-08-07,CIUDAD_REAL,628,31.4,0.0,23.2,39.5,1.7,12.6,947.1,943.7,46.0
834,2020-08-08,CIUDAD_REAL,628,32.1,0.0,25.1,39.1,2.2,8.4,949.2,944.4,46.0
835,2020-08-09,CIUDAD_REAL,628,30.5,0.0,21.4,39.6,1.7,12.3,945.8,940.5,46.0
836,2020-08-10,CIUDAD_REAL,628,28.8,0.9,23.5,34.0,3.1,5.1,944.3,939.2,46.0
837,2020-08-11,CIUDAD_REAL,628,23.4,27.5,15.4,31.3,,3.2,945.6,939.5,46.0
838,2020-08-12,CIUDAD_REAL,628,22.1,0.0,14.4,29.8,,,944.5,941.8,46.0
839,2020-08-13,CIUDAD_REAL,628,24.3,0.0,16.8,31.8,1.7,12.3,945.4,942.4,46.0
840,2020-08-14,CIUDAD_REAL,628,25.4,0.0,17.2,33.5,1.7,12.3,944.2,941.0,46.0
841,2020-08-15,CIUDAD_REAL,628,24.4,0.0,18.3,30.6,3.1,12.2,943.9,941.8,46.0
842,2020-08-16,CIUDAD_REAL,628,22.4,0.0,16.0,28.7,2.8,12.2,944.5,942.8,46.0
843,2020-08-17,CIUDAD_REAL,628,23.5,0.0,17.5,29.5,2.8,12.2,945.7,942.9,46.0
844,2020-08-18,CIUDAD_REAL,628,25.6,0.0,18.8,32.4,1.7,10.5,944.9,941.7,46.0
845,2020-08-19,CIUDAD_REAL,628,26.9,0.0,18.5,35.3,2.5,12.0,942.7,937.1,46.0
846,2020-08-20,CIUDAD_REAL,628,26.8,0.0,17.4,36.1,1.7,11.7,941.5,937.2,46.0
847,2020-08-21,CIUDAD_REAL,628,27.8,0.0,20.8,34.7,2.5,12.1,947.3,941.5,46.0
848,2020-08-22,CIUDAD_REAL,628,27.4,0.0,20.4,34.4,1.9,12.2,949.9,946.9,46.0
849,2020-08-23,CIUDAD_REAL,628,26.4,0.0,17.5,35.4,1.4,12.2,948.5,944.0,46.0
850,2020-08-24,CIUDAD_REAL,628,27.2,0.0,19.2,35.2,1.4,12.2,945.6,941.8,46.0
851,2020-08-25,CIUDAD_REAL,628,27.6,0.0,18.3,36.9,1.4,12.3,945.5,942.7,46.0
852,2020-08-26,CIUDAD_REAL,628,28.8,0.0,20.0,37.6,1.9,12.3,947.4,945.5,46.0
853,2020-08-27,CIUDAD_REAL,628,28.8,0.0,19.6,38.0,1.9,12.2,947.4,941.3,46.0
854,2020-08-28,CIUDAD_REAL,628,26.6,0.0,20.9,32.4,3.6,12.1,941.3,935.2,46.0
855,2020-08-29,CIUDAD_REAL,628,20.6,0.0,16.1,25.1,2.2,11.1,940.9,934.8,46.0
856,2020-08-30,CIUDAD_REAL,628,18.4,0.0,11.8,24.9,1.9,12.4,945.8,940.9,46.0
857,2020-08-31,CIUDAD_REAL,628,19.2,0.0,10.8,27.6,1.1,12.3,947.8,943.5,46.0
858,2020-09-01,CIUDAD_REAL,628,21.8,0.0,14.0,29.5,1.4,4.7,944.7,939.7,55.0
859,2020-09-02,CIUDAD_REAL,628,22.6,0.0,14.3,31.0,1.4,12.2,946.4,941.1,55.0
860,2020-09-03,CIUDAD_REAL,628,23.2,0.0,14.5,31.8,2.2,12.1,949.7,946.4,55.0
861,2020-09-04,CIUDAD_REAL,628,23.8,0.0,15.9,31.6,3.1,11.6,951.3,947.4,55.0
862,2020-09-05,CIUDAD_REAL,628,24.2,0.0,15.3,33.1,1.1,11.9,948.5,943.8,55.0
863,2020-09-06,CIUDAD_REAL,628,25.0,0.0,17.0,32.9,1.4,11.4,945.5,941.9,55.0
864,2020-09-07,CIUDAD_REAL,628,24.0,0.0,18.8,29.3,2.8,9.6,947.6,943.9,55.0
865,2020-09-08,CIUDAD_REAL,628,21.2,0.0,14.5,27.8,3.6,11.7,949.4,946.7,55.0
866,2020-09-09,CIUDAD_REAL,628,21.6,0.0,14.1,29.2,1.4,11.6,950.2,946.9,55.0
867,2020-09-10,CIUDAD_REAL,628,23.0,0.0,14.5,31.4,1.9,11.9,948.2,943.5,55.0
868,2020-09-11,CIUDAD_REAL,628,23.8,0.0,15.0,32.5,1.1,10.8,944.8,941.5,55.0
869,2020-09-12,CIUDAD_REAL,628,24.6,0.0,15.6,33.5,1.7,9.1,947.1,943.5,55.0
870,2020-09-13,CIUDAD_REAL,628,25.6,0.0,17.3,33.8,3.1,9.2,950.2,946.9,55.0
871,2020-09-14,CIUDAD_REAL,628,24.4,1.0,16.8,32.1,1.9,6.3,950.0,946.4,55.0
872,2020-09-15,CIUDAD_REAL,628,24.6,0.0,19.5,29.8,1.4,9.7,950.7,946.8,55.0
873,2020-09-16,CIUDAD_REAL,628,24.5,1.7,16.9,32.1,1.9,8.2,948.2,943.1,55.0
874,2020-09-17,CIUDAD_REAL,628,22.6,0.0,17.2,28.0,2.5,2.8,945.1,940.3,55.0
875,2020-09-18,CIUDAD_REAL,628,18.9,28.2,16.4,21.4,1.9,1.8,944.0,940.0,55.0
876,2020-09-19,CIUDAD_REAL,628,18.8,0.0,15.2,22.3,2.5,4.8,947.2,943.6,55.0
877,2020-09-20,CIUDAD_REAL,628,19.2,0.0,15.2,23.1,,6.7,947.9,945.5,55.0
878,2020-09-21,CIUDAD_REAL,628,19.1,0.0,13.1,25.1,1.7,9.5,947.3,944.8,55.0
879,2020-09-22,CIUDAD_REAL,628,20.2,0.0,13.6,26.7,2.2,10.3,945.7,942.0,55.0
880,2020-09-23,CIUDAD_REAL,628,21.8,0.0,18.0,25.6,3.1,6.4,944.8,941.9,55.0
881,2020-09-24,CIUDAD_REAL,628,20.0,0.0,16.5,23.6,3.3,1.5,946.7,944.0,55.0
882,2020-09-25,CIUDAD_REAL,628,16.6,0.0,11.7,21.6,2.8,10.8,950.9,946.2,55.0
883,2020-09-26,CIUDAD_REAL,628,16.2,0.0,9.8,22.5,1.7,10.6,950.4,943.2,55.0
884,2020-09-27,CIUDAD_REAL,628,17.7,0.0,11.8,23.6,2.5,10.3,945.0,941.7,55.0
885,2020-09-28,CIUDAD_REAL,628,16.6,0.0,8.7,24.4,1.1,11.0,946.6,943.8,55.0
886,2020-09-29,CIUDAD_REAL,628,18.3,0.0,9.4,27.2,1.4,10.8,946.7,943.4,55.0
887,2020-09-30,CIUDAD_REAL,628,19.2,0.0,10.7,27.7,1.1,9.4,945.5,942.1,55.0
888,2020-10-01,CIUDAD_REAL,628,19.3,0.0,14.1,24.5,3.1,10.0,943.0,936.9,68.0
889,2020-10-02,CIUDAD_REAL,628,12.6,4.4,9.0,16.2,5.6,1.5,937.0,926.7,68.0
890,2020-10-03,CIUDAD_REAL,628,12.1,0.0,6.7,17.5,2.8,10.9,940.5,934.2,68.0
891,2020-10-04,CIUDAD_REAL,628,12.6,0.0,8.1,17.2,2.8,5.3,942.4,939.4,68.0
892,2020-10-05,CIUDAD_REAL,628,13.8,0.0,8.2,19.5,1.1,10.9,949.7,942.2,68.0
893,2020-10-06,CIUDAD_REAL,628,16.8,0.0,8.3,25.3,0.8,10.9,951.9,948.9,68.0
894,2020-10-07,CIUDAD_REAL,628,18.5,0.0,10.7,26.3,0.8,10.5,952.0,949.2,68.0
895,2020-10-08,CIUDAD_REAL,628,19.1,0.0,10.2,28.0,1.4,10.5,951.5,948.3,68.0
896,2020-10-09,CIUDAD_REAL,628,20.6,0.0,12.0,29.1,1.1,10.2,950.8,948.2,68.0
897,2020-10-10,CIUDAD_REAL,628,20.3,0.0,12.1,28.5,1.1,10.6,950.1,946.6,68.0
898,2020-10-11,CIUDAD_REAL,628,15.2,0.0,9.9,20.5,1.9,10.7,952.3,949.4,68.0
899,2020-10-12,CIUDAD_REAL,628,12.8,0.0,7.0,18.6,1.7,10.7,952.5,948.5,68.0
900,2020-10-13,CIUDAD_REAL,628,15.0,0.0,6.0,24.1,1.9,10.1,948.5,940.4,68.0
901,2020-10-14,CIUDAD_REAL,628,14.6,0.0,10.1,19.0,1.7,10.1,944.0,939.3,68.0
902,2020-10-15,CIUDAD_REAL,628,11.8,0.0,5.3,18.3,1.4,10.1,946.4,943.2,68.0
903,2020-10-16,CIUDAD_REAL,628,11.2,0.0,5.0,17.4,1.1,10.7,947.6,944.0,68.0
904,2020-10-17,CIUDAD_REAL,628,12.2,0.0,3.7,20.8,,8.0,947.2,944.2,68.0
905,2020-10-18,CIUDAD_REAL,628,13.4,0.0,4.8,22.1,,,948.7,945.8,68.0
906,2020-10-19,CIUDAD_REAL,628,16.8,0.0,5.8,27.7,1.9,7.9,946.9,942.0,68.0
907,2020-10-20,CIUDAD_REAL,628,20.8,4.8,15.5,26.0,4.7,0.0,942.1,934.2,68.0
908,2020-10-21,CIUDAD_REAL,628,16.2,4.2,13.9,18.5,2.8,1.7,941.3,936.4,68.0
909,2020-10-22,CIUDAD_REAL,628,14.2,1.8,12.1,16.2,1.9,0.4,946.1,940.5,68.0
910,2020-10-23,CIUDAD_REAL,628,12.0,1.6,8.5,15.5,1.9,6.5,953.4,946.1,68.0
911,2020-10-24,CIUDAD_REAL,628,12.3,0.0,6.1,18.5,1.9,9.7,953.9,950.5,68.0
912,2020-10-25,CIUDAD_REAL,628,13.5,3.8,8.9,18.1,3.1,4.7,950.5,942.0,68.0
913,2020-10-26,CIUDAD_REAL,628,10.8,0.0,7.5,14.2,2.5,7.8,949.2,942.1,68.0
914,2020-10-27,CIUDAD_REAL,628,10.2,0.0,4.6,15.9,1.4,9.0,949.3,947.1,68.0
915,2020-10-28,CIUDAD_REAL,628,12.0,0.0,5.7,18.4,1.1,5.8,952.5,948.4,68.0
916,2020-10-29,CIUDAD_REAL,628,14.4,0.0,9.1,19.8,1.4,6.0,955.1,952.3,68.0
917,2020-10-30,CIUDAD_REAL,628,14.2,0.0,6.4,22.1,1.1,9.9,954.4,951.6,68.0
918,2020-10-31,CIUDAD_REAL,628,15.4,0.0,7.6,23.1,0.8,9.5,954.2,951.3,68.0
919,2020-11-01,CIUDAD_REAL,628,15.0,0.0,7.5,22.5,,9.9,953.9,950.6,77.0
920,2020-11-02,CIUDAD_REAL,628,15.5,0.0,7.5,23.5,0.8,10.2,951.8,948.9,77.0
921,2020-11-03,CIUDAD_REAL,628,16.2,12.2,10.8,21.5,1.4,4.8,951.5,949.5,77.0
922,2020-11-04,CIUDAD_REAL,628,13.2,20.4,10.5,15.8,2.8,1.1,950.0,941.9,77.0
923,2020-11-05,CIUDAD_REAL,628,13.2,0.8,11.1,15.2,3.9,0.2,944.9,942.5,77.0
924,2020-11-06,CIUDAD_REAL,628,15.9,9.2,11.3,20.5,2.8,1.6,945.1,939.6,77.0
925,2020-11-07,CIUDAD_REAL,628,12.6,1.0,8.2,16.9,2.8,4.8,951.4,941.7,77.0
926,2020-11-08,CIUDAD_REAL,628,11.8,0.4,5.8,17.9,1.1,6.6,951.4,948.5,77.0
927,2020-11-09,CIUDAD_REAL,628,11.8,2.4,8.3,15.4,1.1,3.3,952.2,948.3,77.0
928,2020-11-10,CIUDAD_REAL,628,10.0,0.0,5.3,14.6,1.1,4.2,954.6,951.8,77.0
929,2020-11-11,CIUDAD_REAL,628,10.0,0.0,4.4,15.7,1.1,8.9,953.5,949.8,77.0
930,2020-11-12,CIUDAD_REAL,628,10.4,0.0,6.1,14.6,0.8,6.6,950.9,946.7,77.0
931,2020-11-13,CIUDAD_REAL,628,10.3,0.4,4.4,16.2,0.8,5.8,949.1,946.9,77.0
932,2020-11-14,CIUDAD_REAL,628,12.8,1.2,10.2,15.3,0.6,0.0,949.9,947.3,77.0
933,2020-11-15,CIUDAD_REAL,628,15.2,0.0,10.3,20.1,1.1,5.3,950.7,948.7,77.0
934,2020-11-16,CIUDAD_REAL,628,15.2,0.0,10.3,20.0,1.1,4.6,953.3,949.2,77.0
935,2020-11-17,CIUDAD_REAL,628,11.9,0.0,7.9,15.9,0.6,4.4,955.1,952.8,77.0
936,2020-11-18,CIUDAD_REAL,628,13.3,0.1,6.6,20.0,0.8,6.4,955.6,953.1,77.0
937,2020-11-19,CIUDAD_REAL,628,13.4,0.0,6.6,20.1,1.4,8.2,958.1,954.8,77.0
938,2020-11-20,CIUDAD_REAL,628,12.0,0.0,5.9,18.1,1.1,9.4,956.9,952.7,77.0
939,2020-11-21,CIUDAD_REAL,628,8.8,0.0,2.4,15.1,1.1,9.1,954.2,952.1,77.0
940,2020-11-22,CIUDAD_REAL,628,6.0,0.0,1.0,11.0,1.1,3.6,955.9,953.0,77.0
941,2020-11-23,CIUDAD_REAL,628,6.5,0.0,-0.9,13.9,0.8,8.2,954.9,952.0,77.0
942,2020-11-24,CIUDAD_REAL,628,7.8,0.0,-0.2,15.7,0.8,8.0,952.2,946.0,77.0
943,2020-11-25,CIUDAD_REAL,628,10.8,7.0,5.9,15.6,1.9,3.8,946.0,938.8,77.0
944,2020-11-26,CIUDAD_REAL,628,9.1,4.2,7.0,11.2,1.4,0.0,938.9,935.5,77.0
945,2020-11-27,CIUDAD_REAL,628,8.8,4.4,7.0,10.6,3.6,0.0,936.9,933.1,77.0
946,2020-11-28,CIUDAD_REAL,628,8.6,0.0,5.7,11.5,1.1,1.0,939.8,933.2,77.0
947,2020-11-29,CIUDAD_REAL,628,9.0,0.6,5.0,13.1,1.4,4.0,946.3,939.6,77.0
948,2020-11-30,CIUDAD_REAL,628,8.0,0.2,4.7,11.3,2.8,2.2,950.2,946.2,77.0
949,2020-12-01,CIUDAD_REAL,628,6.9,0.0,3.8,10.0,0.6,1.2,950.5,945.9,82.0
950,2020-12-02,CIUDAD_REAL,628,7.7,0.0,2.1,13.3,1.4,6.4,945.9,942.0,82.0
951,2020-12-03,CIUDAD_REAL,628,5.1,2.6,-1.6,11.8,1.9,7.4,944.5,933.1,82.0
952,2020-12-04,CIUDAD_REAL,628,5.2,1.8,2.3,8.1,,0.7,933.1,924.5,82.0
953,2020-12-05,CIUDAD_REAL,628,3.4,0.0,0.8,6.1,,0.2,937.5,927.9,82.0
954,2020-12-06,CIUDAD_REAL,628,4.8,0.8,1.8,7.9,,,941.5,936.9,82.0
955,2020-12-07,CIUDAD_REAL,628,8.5,2.6,6.3,10.7,6.9,0.3,941.1,937.6,82.0
956,2020-12-08,CIUDAD_REAL,628,7.4,2.0,3.9,11.0,6.7,6.7,944.4,937.6,82.0
957,2020-12-09,CIUDAD_REAL,628,6.2,0.1,1.7,10.7,3.9,7.5,947.1,944.4,82.0
958,2020-12-10,CIUDAD_REAL,628,10.5,1.2,6.9,14.1,3.3,0.1,946.3,941.3,82.0
959,2020-12-11,CIUDAD_REAL,628,13.6,0.1,12.8,14.4,4.2,0.1,941.6,939.9,82.0
960,2020-12-12,CIUDAD_REAL,628,11.4,0.0,7.6,15.3,2.5,8.1,945.8,940.4,82.0
961,2020-12-13,CIUDAD_REAL,628,9.8,0.0,7.3,12.2,1.1,0.1,945.7,941.8,82.0
962,2020-12-14,CIUDAD_REAL,628,11.4,1.4,7.5,15.2,1.9,1.8,942.0,939.6,82.0
963,2020-12-15,CIUDAD_REAL,628,9.0,0.0,4.2,13.7,1.9,6.8,946.1,940.8,82.0
964,2020-12-16,CIUDAD_REAL,628,7.5,1.0,0.6,14.4,0.8,4.3,945.3,941.5,82.0
965,2020-12-17,CIUDAD_REAL,628,10.1,0.4,5.6,14.6,1.4,7.9,951.0,945.1,82.0
966,2020-12-18,CIUDAD_REAL,628,7.6,0.0,3.8,11.4,1.1,3.0,951.1,948.2,82.0
967,2020-12-19,CIUDAD_REAL,628,7.6,8.8,5.9,9.3,1.1,0.0,948.9,946.9,82.0
968,2020-12-20,CIUDAD_REAL,628,9.6,0.0,6.5,12.6,1.1,6.5,955.0,947.8,82.0
969,2020-12-21,CIUDAD_REAL,628,8.4,0.1,3.2,13.5,0.8,5.3,957.1,954.3,82.0
970,2020-12-22,CIUDAD_REAL,628,7.3,0.3,5.9,8.7,1.4,0.0,956.3,952.4,82.0
971,2020-12-23,CIUDAD_REAL,628,9.8,0.0,5.2,14.4,1.7,5.0,953.7,951.2,82.0
972,2020-12-24,CIUDAD_REAL,628,10.8,0.4,8.4,13.3,1.4,1.3,951.2,948.0,82.0
973,2020-12-25,CIUDAD_REAL,628,4.3,0.0,-0.6,9.2,3.1,8.7,955.9,949.2,82.0
974,2020-12-26,CIUDAD_REAL,628,3.0,0.0,-1.6,7.5,0.8,9.0,955.7,949.2,82.0
975,2020-12-27,CIUDAD_REAL,628,3.4,1.8,-3.5,10.2,2.5,8.8,949.4,934.7,82.0
976,2020-12-28,CIUDAD_REAL,628,7.1,0.6,3.4,10.8,3.6,7.2,935.0,929.1,82.0
977,2020-12-29,CIUDAD_REAL,628,5.4,0.0,2.1,8.7,3.1,4.1,940.5,933.8,82.0
978,2020-12-30,CIUDAD_REAL,628,4.6,0.0,-0.3,9.5,1.7,8.9,946.4,940.4,82.0
979,2020-12-31,CIUDAD_REAL,628,2.8,2.4,-3.3,8.8,2.2,6.4,945.5,937.3,82.0
980,2021-01-01,CIUDAD_REAL,628,4.8,0.0,1.3,8.3,2.8,7.0,939.4,936.5,80.0
981,2021-01-02,CIUDAD_REAL,628,2.8,0.0,-1.4,6.9,2.5,7.9,943.0,939.1,80.0
982,2021-01-03,CIUDAD_REAL,628,2.5,0.0,-3.0,8.0,2.2,8.9,944.1,941.1,80.0
983,2021-01-04,CIUDAD_REAL,628,1.3,0.0,-1.2,3.8,1.7,0.1,941.1,937.8,80.0
984,2021-01-05,CIUDAD_REAL,628,0.6,0.0,-4.3,5.6,1.1,5.7,940.2,937.2,80.0
985,2021-01-06,CIUDAD_REAL,628,-1.2,5.0,-6.2,3.9,1.4,4.6,940.5,936.5,80.0
986,2021-01-07,CIUDAD_REAL,628,0.8,7.8,0.3,1.4,3.3,0.0,937.8,935.3,80.0
987,2021-01-08,CIUDAD_REAL,628,1.0,26.6,0.4,1.6,4.7,0.0,936.5,926.6,80.0
988,2021-01-09,CIUDAD_REAL,628,1.4,4.0,-1.5,4.2,1.4,0.2,933.4,926.1,80.0
989,2021-01-10,CIUDAD_REAL,628,2.0,0.0,-1.6,5.5,2.5,7.5,942.9,933.1,80.0
990,2021-01-11,CIUDAD_REAL,628,0.6,0.0,-3.7,5.0,1.7,9.0,952.1,942.8,80.0
991,2021-01-12,CIUDAD_REAL,628,0.6,0.0,-6.3,7.4,0.6,9.1,956.4,952.1,80.0
992,2021-01-13,CIUDAD_REAL,628,2.2,0.0,-5.5,9.9,0.3,9.0,956.9,954.0,80.0
993,2021-01-14,CIUDAD_REAL,628,4.0,0.0,-3.8,11.8,0.8,9.0,954.7,951.3,80.0
994,2021-01-15,CIUDAD_REAL,628,3.0,0.0,-3.6,9.7,0.8,8.7,955.1,952.8,80.0
995,2021-01-16,CIUDAD_REAL,628,4.4,0.0,-3.7,12.5,0.8,9.2,956.5,953.0,80.0
996,2021-01-17,CIUDAD_REAL,628,5.4,0.0,-3.7,14.4,0.6,9.2,956.7,953.6,80.0
997,2021-01-18,CIUDAD_REAL,628,4.0,0.0,-3.5,11.5,1.1,9.1,955.0,952.2,80.0
998,2021-01-19,CIUDAD_REAL,628,4.6,0.0,-3.5,12.8,1.1,8.3,953.5,946.4,80.0
999,2021-01-20,CIUDAD_REAL,628,5.8,9.4,1.3,10.2,1.7,0.1,946.4,937.3,80.0
1000,2021-01-21,CIUDAD_REAL,628,10.2,3.6,8.4,11.9,4.2,0.1,945.3,940.4,80.0
1001,2021-01-22,CIUDAD_REAL,628,8.9,2.8,6.0,11.8,3.6,2.8,946.7,936.5,80.0
1002,2021-01-23,CIUDAD_REAL,628,8.4,4.4,5.7,11.0,3.3,0.2,946.5,938.9,80.0
1003,2021-01-24,CIUDAD_REAL,628,10.3,0.0,8.5,12.1,2.8,4.4,944.6,938.4,80.0
1004,2021-01-25,CIUDAD_REAL,628,11.2,2.0,8.9,13.6,4.2,0.0,947.0,941.3,80.0
1005,2021-01-26,CIUDAD_REAL,628,13.2,0.6,11.3,15.1,2.2,0.3,952.5,946.8,80.0
1006,2021-01-27,CIUDAD_REAL,628,14.8,0.2,11.0,18.5,1.4,4.1,954.2,951.5,80.0
1007,2021-01-28,CIUDAD_REAL,628,13.0,0.0,7.8,18.1,0.8,5.6,953.8,950.6,80.0
1008,2021-01-29,CIUDAD_REAL,628,12.8,0.2,5.3,20.4,1.7,9.7,951.2,947.3,80.0
1009,2021-01-30,CIUDAD_REAL,628,11.0,0.6,8.2,13.8,4.2,3.2,947.5,941.8,80.0
1010,2021-01-31,CIUDAD_REAL,628,9.7,0.6,7.2,12.2,4.2,0.0,945.6,942.8,80.0
1011,2020-03-01,MADRID,667,11.8,2.2,8.3,15.2,4.2,,938.3,929.1,54.0
1012,2020-03-02,MADRID,667,9.5,0.0,6.3,12.7,4.7,,939.8,923.9,54.0
1013,2020-03-03,MADRID,667,9.8,0.0,5.2,14.4,3.1,,942.3,938.6,54.0
1014,2020-03-04,MADRID,667,14.9,0.0,10.6,19.2,2.8,,944.1,940.5,54.0
1015,2020-03-05,MADRID,667,12.0,0.5,8.1,15.9,4.4,,940.5,935.1,54.0
1016,2020-03-06,MADRID,667,9.6,0.0,6.2,13.0,4.2,,945.9,937.8,54.0
1017,2020-03-07,MADRID,667,9.6,0.0,3.5,15.8,1.7,,948.6,945.7,54.0
1018,2020-03-08,MADRID,667,9.4,0.0,3.5,15.2,1.4,,948.6,944.7,54.0
1019,2020-03-09,MADRID,667,12.1,0.0,7.7,16.5,1.7,,948.9,946.2,54.0
1020,2020-03-10,MADRID,667,14.8,0.0,7.4,22.3,1.1,,949.8,947.0,54.0
1021,2020-03-11,MADRID,667,16.9,0.0,9.8,24.0,0.8,,948.8,944.8,54.0
1022,2020-03-12,MADRID,667,18.2,0.0,12.5,24.0,1.4,,945.1,938.5,54.0
1023,2020-03-13,MADRID,667,17.3,0.0,11.9,22.7,1.4,,940.9,938.4,54.0
1024,2020-03-14,MADRID,667,16.2,0.0,10.6,21.8,1.1,,943.7,939.1,54.0
1025,2020-03-15,MADRID,667,15.0,7.7,9.5,20.5,1.9,,939.2,931.0,54.0
1026,2020-03-16,MADRID,667,7.0,3.0,3.9,10.2,1.4,,940.7,930.8,54.0
1027,2020-03-17,MADRID,667,10.5,0.2,5.0,16.0,2.5,,948.2,940.5,54.0
1028,2020-03-18,MADRID,667,13.3,0.0,10.3,16.3,1.1,,948.5,945.2,54.0
