,fecha,provincia,poblacion,num_casos
433,2020-03-21,ORENSE,307651.0,29.0
434,2020-03-21,PALENCIA,160980.0,15.0
435,2020-03-21,PONTEVEDRA,942665.0,99.0
436,2020-03-21,SALAMANCA,330119.0,57.0
437,2020-03-21,SEVILLA,1942389.0,70.0
438,2020-03-21,VALENCIA,2565124.0,158.0
439,2020-03-21,ZAMORA,172539.0,13.0
440,2020-03-21,ZARAGOZA,964693.0,102.0
441,2020-03-22,ALICANTE,1858683.0,89.0
442,2020-03-22,ALMERIA,716820.0,12.0
443,2020-03-22,BADAJOZ,673559.0,34.0
444,2020-03-22,CADIZ,1240155.0,28.0
445,2020-03-22,CIUDAD_REAL,495761.0,130.0
446,2020-03-22,CORDOBA,782979.0,27.0
447,2020-03-22,GRANADA,914678.0,70.0
448,2020-03-22,HUELVA,521870.0,17.0
449,2020-03-22,JAEN,633564.0,38.0
450,2020-03-22,LA_CORUÑA,1119596.0,109.0
451,2020-03-22,LUGO,329587.0,14.0
452,2020-03-22,MADRID,6663394.0,1678.0
453,2020-03-22,MALAGA,1661785.0,128.0
454,2020-03-22,ORENSE,307651.0,55.0
455,2020-03-22,PALENCIA,160980.0,11.0
456,2020-03-22,PONTEVEDRA,942665.0,59.0
457,2020-03-22,SALAMANCA,330119.0,132.0
458,2020-03-22,SEVILLA,1942389.0,47.0
459,2020-03-22,VALENCIA,2565124.0,178.0
460,2020-03-22,ZAMORA,172539.0,14.0
461,2020-03-22,ZARAGOZA,964693.0,74.0
462,2020-03-23,ALICANTE,1858683.0,128.0
463,2020-03-23,ALMERIA,716820.0,20.0
464,2020-03-23,BADAJOZ,673559.0,55.0
465,2020-03-23,CADIZ,1240155.0,46.0
466,2020-03-23,CIUDAD_REAL,495761.0,118.0
467,2020-03-23,CORDOBA,782979.0,55.0
468,2020-03-23,GRANADA,914678.0,114.0
469,2020-03-23,HUELVA,521870.0,10.0
470,2020-03-23,JAEN,633564.0,34.0
471,2020-03-23,LA_CORUÑA,1119596.0,132.0
472,2020-03-23,LUGO,329587.0,29.0
473,2020-03-23,MADRID,6663394.0,2881.0
474,2020-03-23,MALAGA,1661785.0,116.0
475,2020-03-23,ORENSE,307651.0,67.0
476,2020-03-23,PALENCIA,160980.0,11.0
477,2020-03-23,PONTEVEDRA,942665.0,86.0
478,2020-03-23,SALAMANCA,330119.0,41.0
479,2020-03-23,SEVILLA,1942389.0,160.0
480,2020-03-23,VALENCIA,2565124.0,212.0
481,2020-03-23,ZAMORA,172539.0,13.0
482,2020-03-23,ZARAGOZA,964693.0,99.0
483,2020-03-24,ALICANTE,1858683.0,178.0
484,2020-03-24,ALMERIA,716820.0,26.0
485,2020-03-24,BADAJOZ,673559.0,40.0
486,2020-03-24,CADIZ,1240155.0,29.0
487,2020-03-24,CIUDAD_REAL,495761.0,246.0
488,2020-03-24,CORDOBA,782979.0,65.0
489,2020-03-24,GRANADA,914678.0,104.0
490,2020-03-24,HUELVA,521870.0,15.0
491,2020-03-24,JAEN,633564.0,59.0
492,2020-03-24,LA_CORUÑA,1119596.0,180.0
493,2020-03-24,LUGO,329587.0,26.0
494,2020-03-24,MADRID,6663394.0,3328.0
495,2020-03-24,MALAGA,1661785.0,105.0
496,2020-03-24,ORENSE,307651.0,53.0
497,2020-03-24,PALENCIA,160980.0,24.0
498,2020-03-24,PONTEVEDRA,942665.0,107.0
499,2020-03-24,SALAMANCA,330119.0,114.0
500,2020-03-24,SEVILLA,1942389.0,157.0
501,2020-03-24,VALENCIA,2565124.0,243.0
502,2020-03-24,ZAMORA,172539.0,2.0
503,2020-03-24,ZARAGOZA,964693.0,147.0
504,2020-03-25,ALICANTE,1858683.0,148.0
505,2020-03-25,ALMERIA,716820.0,31.0
506,2020-03-25,BADAJOZ,673559.0,57.0
507,2020-03-25,CADIZ,1240155.0,59.0
508,2020-03-25,CIUDAD_REAL,495761.0,286.0
509,2020-03-25,CORDOBA,782979.0,74.0
510,2020-03-25,GRANADA,914678.0,93.0
511,2020-03-25,HUELVA,521870.0,18.0
512,2020-03-25,JAEN,633564.0,79.0
513,2020-03-25,LA_CORUÑA,1119596.0,176.0
514,2020-03-25,LUGO,329587.0,72.0
515,2020-03-25,MADRID,6663394.0,3216.0
516,2020-03-25,MALAGA,1661785.0,178.0
517,2020-03-25,ORENSE,307651.0,68.0
518,2020-03-25,PALENCIA,160980.0,56.0
519,2020-03-25,PONTEVEDRA,942665.0,109.0
520,2020-03-25,SALAMANCA,330119.0,117.0
521,2020-03-25,SEVILLA,1942389.0,112.0
522,2020-03-25,VALENCIA,2565124.0,299.0
523,2020-03-25,ZAMORA,172539.0,13.0
524,2020-03-25,ZARAGOZA,964693.0,186.0
525,2020-03-26,ALICANTE,1858683.0,233.0
526,2020-03-26,ALMERIA,716820.0,17.0
527,2020-03-26,BADAJOZ,673559.0,41.0
528,2020-03-26,CADIZ,1240155.0,54.0
529,2020-03-26,CIUDAD_REAL,495761.0,127.0
530,2020-03-26,CORDOBA,782979.0,31.0
531,2020-03-26,GRANADA,914678.0,130.0
532,2020-03-26,HUELVA,521870.0,20.0
533,2020-03-26,JAEN,633564.0,92.0
534,2020-03-26,LA_CORUÑA,1119596.0,167.0
535,2020-03-26,LUGO,329587.0,47.0
536,2020-03-26,MADRID,6663394.0,3252.0
537,2020-03-26,MALAGA,1661785.0,190.0
538,2020-03-26,ORENSE,307651.0,31.0
539,2020-03-26,PALENCIA,160980.0,36.0
540,2020-03-26,PONTEVEDRA,942665.0,157.0
541,2020-03-26,SALAMANCA,330119.0,107.0
542,2020-03-26,SEVILLA,1942389.0,141.0
543,2020-03-26,VALENCIA,2565124.0,251.0
